subid,date,day_label,lat,lon,time,duration
23,2011-02-16,122,42.8006851,-73.8652641,2011-02-16T07:30:23Z,9.783333333333333
23,2011-02-16,122,42.8006381,-73.8652504,2011-02-16T07:40:10Z,10.666666666666666
23,2011-02-16,122,42.8005982,-73.8650118,2011-02-16T07:50:50Z,9.35
23,2011-02-16,122,42.8009857,-73.8592153,2011-02-16T08:00:11Z,10.616666666666667
23,2011-02-16,122,42.8027762,-73.8580881,2011-02-16T08:10:48Z,9.616666666666667
23,2011-02-16,122,42.8058075,-73.8576392,2011-02-16T08:20:25Z,9.75
23,2011-02-16,122,42.8056985,-73.8529272,2011-02-16T08:30:10Z,10.183333333333334
23,2011-02-16,122,42.8038341,-73.8543849,2011-02-16T08:40:21Z,9.883333333333333
23,2011-02-16,122,42.802665,-73.8551581,2011-02-16T08:50:14Z,10.133333333333333
23,2011-02-16,122,42.801307,-73.8527722,2011-02-16T09:00:22Z,9.8
23,2011-02-16,122,42.7995557,-73.8499985,2011-02-16T09:10:10Z,21.483333333333334
23,2011-02-16,122,42.7947858,-73.8512323,2011-02-16T09:31:39Z,8.533333333333333
23,2011-02-16,122,42.7947301,-73.8512292,2011-02-16T09:40:11Z,10.183333333333334
23,2011-02-16,122,42.794311,-73.8510001,2011-02-16T09:50:22Z,20.233333333333334
23,2011-02-16,122,42.7928893,-73.8514822,2011-02-16T10:10:36Z,10.133333333333333
23,2011-02-16,122,42.7929386,-73.8514451,2011-02-16T10:20:44Z,10.233333333333333
23,2011-02-16,122,42.7928906,-73.8515366,2011-02-16T10:30:58Z,10.7
23,2011-02-16,122,42.7931691,-73.8512503,2011-02-16T10:41:40Z,8.716666666666667
23,2011-02-16,122,42.7930864,-73.8515894,2011-02-16T10:50:23Z,10.3
23,2011-02-16,122,42.7930892,-73.8515494,2011-02-16T11:00:41Z,10.283333333333333
23,2011-02-16,122,42.7932234,-73.8516498,2011-02-16T11:10:58Z,9.85
23,2011-02-16,122,42.7929644,-73.8514145,2011-02-16T11:20:49Z,9.85
23,2011-02-16,122,42.7928045,-73.8513964,2011-02-16T11:30:40Z,10.2
23,2011-02-16,122,42.792958,-73.8514238,2011-02-16T11:40:52Z,9.833333333333334
23,2011-02-16,122,42.792971,-73.8514415,2011-02-16T11:50:42Z,10.2
23,2011-02-16,122,42.7927486,-73.8515252,2011-02-16T12:00:54Z,9.866666666666667
23,2011-02-16,122,42.7932263,-73.8513386,2011-02-16T12:10:46Z,10.033333333333333
23,2011-02-16,122,42.7930534,-73.8514946,2011-02-16T12:20:48Z,9.866666666666667
23,2011-02-16,122,42.7928114,-73.851427,2011-02-16T12:30:40Z,10.8
23,2011-02-16,122,42.7929203,-73.8515209,2011-02-16T12:41:28Z,9.416666666666666
23,2011-02-16,122,42.7935492,-73.8512471,2011-02-16T12:50:53Z,9.983333333333333
23,2011-02-16,122,42.7929639,-73.8513462,2011-02-16T13:00:52Z,9.45
23,2011-02-16,122,42.7929564,-73.8513234,2011-02-16T13:10:19Z,10.416666666666666
23,2011-02-16,122,42.7930575,-73.8513858,2011-02-16T13:20:44Z,9.95
23,2011-02-16,122,42.7931204,-73.8514223,2011-02-16T13:30:41Z,10.183333333333334
23,2011-02-16,122,42.7928727,-73.8513986,2011-02-16T13:40:52Z,9.8
23,2011-02-16,122,42.7926828,-73.8507826,2011-02-16T13:50:40Z,10.066666666666666
23,2011-02-16,122,42.7934155,-73.8515377,2011-02-16T14:00:44Z,10.033333333333333
23,2011-02-16,122,42.792844,-73.8513596,2011-02-16T14:10:46Z,10.466666666666667
23,2011-02-16,122,42.7922685,-73.8507602,2011-02-16T14:21:14Z,10.016666666666667
23,2011-02-16,122,42.7927808,-73.8513648,2011-02-16T14:31:15Z,19.783333333333335
23,2011-02-16,122,42.7927318,-73.8511743,2011-02-16T14:51:02Z,30.266666666666666
23,2011-02-16,122,42.79297,-73.8514165,2011-02-16T15:21:18Z,20.45
23,2011-02-16,122,42.7931062,-73.8513379,2011-02-16T15:41:45Z,110
